section=things
level	type	x	y	width	height	pipeHeight	contents	hidden	transport	entrance	pattern	
2-3-0	CheepsStart	64	0	0	0							
2-3-0	Tree	64	0	8	0							
2-3-0	Stone	80	8	0	0							
2-3-0	Stone	88	16	0	2							
2-3-0	Stone	96	24	3	3							
2-3-0	Bridge	120	24	17	0							
2-3-0	Bridge	256	24	16	0							
2-3-0	Coin	290	63	0	0							
2-3-0	Coin	298	63	0	0							
2-3-0	Coin	306	63	0	0							
2-3-0	Coin	314	63	0	0							
2-3-0	Bridge	384	24	16	0							
2-3-0	Coin	441	63	0	0							
2-3-0	Coin	457	63	0	0							
2-3-0	Coin	473	63	0	0							
2-3-0	Coin	449	55	0	0							
2-3-0	Coin	465	55	0	0							
2-3-0	Bridge	544	24	12	0							
2-3-0	Bridge	672	24	12	0							
2-3-0	Coin	777	63	0	0							
2-3-0	Coin	785	63	0	0							
2-3-0	Coin	793	63	0	0							
2-3-0	Bridge	792	32	7	0							
2-3-0	Block	816	64	0	0		Mushroom					
2-3-0	Coin	865	63	0	0							
2-3-0	Coin	873	63	0	0							
2-3-0	Coin	881	63	0	0							
2-3-0	Tree	896	0	8	0							
2-3-0	Bridge	976	24	3	0							
2-3-0	Bridge	1016	24	17	0							
2-3-0	Coin	1064	63	0	0							
2-3-0	Coin	1072	63	0	0							
2-3-0	Coin	1080	63	0	0							
2-3-0	Coin	1088	63	0	0							
2-3-0	Coin	1096	63	0	0							
2-3-0	Coin	1104	63	0	0							
2-3-0	Bridge	1168	8	10	0							
2-3-0	Coin	1193	39	0	0							
2-3-0	Coin	1201	39	0	0							
2-3-0	Coin	1209	39	0	0							
2-3-0	Coin	1217	39	0	0							
2-3-0	Bridge	1272	24	10	0							
2-3-0	Bridge	1368	24	2	0							
2-3-0	Coin	1385	55	0	0							
2-3-0	Coin	1393	55	0	0							
2-3-0	Coin	1401	55	0	0							
2-3-0	Coin	1409	55	0	0							
2-3-0	Coin	1417	55	0	0							
2-3-0	Coin	1425	55	0	0							
2-3-0	Bridge	1400	24	2	0							
2-3-0	Bridge	1432	24	2	0							
2-3-0	Bridge	1464	24	10	0							
2-3-0	Tree	1536	0	13	0							
2-3-0	Stone	1544	24	2	3							
2-3-0	Stone	1560	16	0	2							
2-3-0	Stone	1568	8	0	0							
2-3-0	CheepsStop	1600	0	0	0							
2-3-0	Floor	1656	0	35	0							
2-3-0	Stone	1664	8	0	0							
2-3-0	Stone	1672	16	0	2							
2-3-0	Stone	1680	24	0	3							
2-3-0	Stone	1688	32	0	4							
2-3-0	Stone	1696	40	0	5							
2-3-0	Stone	1704	48	0	6							
2-3-0	Stone	1712	56	0	7							
2-3-0	Stone	1720	64	2	8							
2-3-0	Pattern	1796	0	0	0				2-4-0		SceneryCastleOutside	
2-4-0	Location	0	0	0	0					2-4-L0		
2-4-0	StartInsideCastle	0	0	16	0							
2-4-0	Stone	0	88	16	3							
2-4-0	Podoboo	128	-32	0	0							
2-4-0	Water	128	0	16	0							
2-4-0	Stone	144	32	2	0							
2-4-0	Stone	176	48	0	0							
2-4-0	CastleBlock	184	48	0	0							
2-4-0	Block	184	80	0	0		Mushroom					
2-4-0	Stone	192	48	0	0							
2-4-0	Stone	216	32	2	0							
2-4-0	Podoboo	240	-32	0	0							
2-4-0	Floor	256	-8	52	0							
2-4-0	Stone	256	24	2	4							
2-4-0	Stone	272	88	49	3							
2-4-0	Stone	272	64	21	0							
2-4-0	Stone	272	0	9	0							
2-4-0	Stone	296	32	12	0							
2-4-0	CastleBlock	344	0	0	0							
2-4-0	Stone	352	0	11	0							
2-4-0	CastleBlock	392	32	0	0							
2-4-0	Stone	400	32	11	0							
2-4-0	CastleBlock	440	64	0	0							
2-4-0	CastleBlock	440	0	0	0							
2-4-0	Stone	448	0	11	0							
2-4-0	Stone	448	64	27	0							
2-4-0	CastleBlock	488	32	0	0							
2-4-0	Stone	496	32	11	0							
2-4-0	CastleBlock	536	0	0	0							
2-4-0	Stone	544	0	12	0							
2-4-0	CastleBlock	584	32	0	0							
2-4-0	Stone	640	24	4	4							
2-4-0	CastleBlock	656	56	0	0							
2-4-0	Floor	736	16	0	0							
2-4-0	CastleBlock	736	24	0	0							
2-4-0	Floor	744	24	6	0							
2-4-0	Stone	744	88	6	3							
2-4-0	Floor	792	0	10	0							
2-4-0	Coin	817	7	0	0							
2-4-0	Coin	817	39	0	0							
2-4-0	Coin	825	7	0	0							
2-4-0	Coin	825	39	0	0							
2-4-0	Coin	833	7	0	0							
2-4-0	Coin	833	39	0	0							
2-4-0	CastleBlock	824	16	0	0							
2-4-0	Stone	864	24	0	3							
2-4-0	Water	872	0	2	0							
2-4-0	Stone	864	24	0	3							
2-4-0	Floor	888	24	2	0							
2-4-0	Water	904	0	4	0							
2-4-0	Floor	920	0	13	0							
2-4-0	Stone	920	24	5	3							
2-4-0	Stone	920	88	13	3							
2-4-0	Stone	976	24	2	3							
2-4-0	Stone	1008	24	2	3							
2-4-0	Brick	1024	64	6	0							
2-4-0	EndInsideCastle	1024	0	0	0							
2-4-0	Platform	1084	56	2	0							
3-1-0	Location	0	0	0	0					3-1-L0		
3-1-0	Floor	0	0	45	0							
3-1-0	CastleLarge	-16	0	0	0							
3-1-0	Pattern	0	0	5	0						BackFence	
3-1-0	Block	128	32	0	0							
3-1-0	Block	152	40	0	0							
3-1-0	Block	176	40	0	0		Mushroom					
3-1-0	Koopa	200	12	0	0							
3-1-0	Brick	208	32	3	0							
3-1-0	Koopa	224	20	0	0							
3-1-0	Pipe	256	0	0	3	24						
3-1-0	Goomba	296	8	0	0							
3-1-0	Pipe	304	0	0	4	32				3-1-L3		
3-1-0	Floor	384	0	29	0							
3-1-0	Goomba	424	8	0	0							
3-1-0	Goomba	436	8	0	0							
3-1-0	Goomba	448	8	0	0							
3-1-0	Pipe	456	0	0	3	24						
3-1-0	Brick	488	32	0	0							
3-1-0	Koopa	520	12	0	0							
3-1-0	Pipe	536	0	0	2	16						
3-1-0	Stone	584	8	0	0							
3-1-0	Stone	592	16	0	2							
3-1-0	Stone	600	24	0	3							
3-1-0	Stone	608	32	0	4							
3-1-0	Water	616	10	8	0							
3-1-0	Bridge	616	32	8	0							
3-1-0	Goomba	656	40	0	0							
3-1-0	Goomba	668	40	0	0							
3-1-0	Goomba	680	40	0	0							
3-1-0	Block	656	64	0	0		Mushroom1Up	true				
3-1-0	Floor	680	0	0	0							
3-1-0	Stone	680	32	0	4							
3-1-0	Water	688	10	2	0							
3-1-0	Floor	704	0	40	0							
3-1-0	Stone	704	32	0	4							
3-1-0	Stone	712	16	0	2							
3-1-0	Brick	720	64	0	0		Star					
3-1-0	Brick	728	64	2	0							
3-1-0	Goomba	752	8	0	0							
3-1-0	Goomba	764	8	0	0							
3-1-0	Koopa	808	12	0	0							
3-1-0	Pipe	824	0	0	4	32						
3-1-0	Brick	888	32	11	0							
3-1-0	Brick	888	64	2	0							
3-1-0	HammerBro	904	44	0	0							
3-1-0	Block	904	64	0	0							
3-1-0	Brick	912	64	3	0							
3-1-0	HammerBro	936	12	0	0							
3-1-0	Block	936	64	0	0		Mushroom					
3-1-0	Brick	944	64	3	0							
3-1-0	Brick	1032	40	3	0							
3-1-0	Brick	1032	64	2	0							
3-1-0	Brick	1048	64	0	0							
3-1-0	Floor	1056	0	10	0							
3-1-0	Stone	1088	8	0	0							
3-1-0	Stone	1096	16	0	2							
3-1-0	Stone	1104	24	0	3							
3-1-0	Stone	1112	32	0	4							
3-1-0	Goomba	1112	40	0	0							
3-1-0	Stone	1120	40	0	5							
3-1-0	Goomba	1120	48	0	0							
3-1-0	Stone	1128	48	0	6							
3-1-0	Floor	1152	0	33	0							
3-1-0	Koopa	1192	12	0	0							
3-1-0	Brick	1200	32	0	0							
3-1-0	Brick	1200	64	0	0							
3-1-0	Brick	1216	32	0	0							
3-1-0	Brick	1216	64	0	0							
3-1-0	Block	1208	32	0	0							
3-1-0	Block	1208	64	0	0							
3-1-0	Koopa	1216	76	0	0							
3-1-0	Goomba	1232	8	0	0							
3-1-0	Goomba	1244	8	0	0							
3-1-0	Goomba	1256	8	0	0							
3-1-0	Brick	1240	32	0	0							
3-1-0	Brick	1240	64	0	0							
3-1-0	Brick	1256	32	0	0							
3-1-0	Brick	1256	64	0	0							
3-1-0	Block	1248	32	0	0		Mushroom					
3-1-0	Block	1248	64	0	0							
3-1-0	Koopa	1320	12	0	0							
3-1-0	Brick	1328	32	0	0							
3-1-0	Brick	1336	32	0	0		Coin					
3-1-0	Koopa	1344	18	0	0							
3-1-0	Brick	1344	32	3	0							
3-1-0	Koopa	1360	44	0	0							
3-1-0	Koopa	1368	12	0	0							
3-1-0	Stone	1392	24	0	3							
3-1-0	Stone	1400	48	0	6							
3-1-0	Floor	1440	0	40	0							
3-1-0	Stone	1464	8	0	0							
3-1-0	Stone	1472	16	0	2							
3-1-0	Stone	1480	24	0	3							
3-1-0	Stone	1488	32	0	4							
3-1-0	Stone	1496	40	0	5							
3-1-0	Stone	1504	48	0	6							
3-1-0	Koopa	1504	60	0	0							
3-1-0	Stone	1512	56	0	7							
3-1-0	Stone	1520	64	2	8							
3-1-0	Koopa	1528	76	0	0							
3-1-0	Pattern	1596	0	0	0						SceneryCastleOutside	
3-1-1	Location	0	0	0	0					3-1-L3		
3-1-1	Floor	0	0	17	0							
3-1-1	Brick	0	8	0	11							
3-1-1	Brick	24	40	0	0							
3-1-1	Brick	24	40	0	0							
3-1-1	Brick	24	40	0	0							
3-1-1	Brick	24	40	0	0							
3-1-1	Brick	96	40	0	0							
3-1-1	Brick	96	40	0	0							
3-1-1	Brick	96	40	0	0							
3-1-1	Brick	96	40	0	0							
3-1-1	Brick	32	32	0	0							
3-1-1	Brick	88	32	0	0							
3-1-1	Brick	32	56	0	0							
3-1-1	Brick	32	56	0	0							
3-1-1	Brick	88	56	0	0							
3-1-1	Brick	88	56	0	0							
3-1-1	Coin	33	39	0	0							
3-1-1	Coin	89	39	0	0							
3-1-1	Brick	40	40	0	0							
3-1-1	Brick	80	40	0	0							
3-1-1	Brick	40	64	0	0		Mushroom					
3-1-1	Coin	41	47	0	0							
3-1-1	Coin	81	47	0	0							
3-1-1	Brick	48	48	0	0							
3-1-1	Brick	72	48	0	0							
3-1-1	Coin	49	55	0	0							
3-1-1	Coin	49	71	0	0							
3-1-1	Coin	73	55	0	0							
3-1-1	Coin	73	71	0	0							
3-1-1	Brick	56	56	2	2							
3-1-1	Coin	57	71	2	2							
3-1-1	Brick	80	64	0	0							
3-1-1	PipeHorizontal	104	16	0	0					3-1-L1		
3-1-1	PipeVertical	120	88	0	11							
3-1-2	Location	0	0	0	0					3-1-L4		
3-1-2	Stone	0	0	4	0							
3-1-2	Stone	40	0	78	0							
3-1-2	Platform	128	24	3	0				True			
3-1-2	Coin	121	55	16	0							
3-1-2	Stone	256	40	0	0							
3-1-2	Coin	273	55	16	0							
3-1-2	Stone	408	48	0	2							
3-1-2	Coin	425	63	7	0							
3-1-2	Stone	488	48	0	2							
3-1-2	Stone	536	56	2	0							
3-1-2	Stone	568	56	0	0							
3-1-2	Stone	584	56	0	0							
3-1-2	Stone	600	56	0	0							
3-1-2	Stone	616	56	0	0							
3-1-2	Stone	632	56	0	0							
3-1-2	Coin	569	63	10	0							
3-1-2	Coin	681	15	3	0							
3-2-0	Location	0	0	0	0					3-2-L0		
3-2-0	Pattern	-384	0	6	0						BackFence	
3-2-0	Floor	0	0	80	0							
3-2-0	CastleSmall	0	0	0	0							
3-2-0	Koopa	136	12	0	0							
3-2-0	Goomba	192	8	0	0							
3-2-0	Goomba	204	8	0	0							
3-2-0	Goomba	216	8	0	0							
3-2-0	Koopa	264	12	0	0							
3-2-0	Koopa	276	12	0	0							
3-2-0	Koopa	288	12	0	0							
3-2-0	Koopa	344	12	0	0							
3-2-0	Koopa	356	12	0	0							
3-2-0	Stone	392	8	0	0							
3-2-0	Coin	441	31	0	0							
3-2-0	Coin	449	31	0	0							
3-2-0	Coin	457	31	0	0							
3-2-0	Stone	480	24	0	3							
3-2-0	Block	480	56	0	0		Mushroom					
3-2-0	Koopa	528	12	0	0							
3-2-0	Goomba	568	8	0	0							
3-2-0	Goomba	580	8	0	0							
3-2-0	Goomba	592	8	0	0							
3-2-0	Stone	600	16	0	2							
3-2-0	Brick	616	32	0	0		Coin					
3-2-0	Brick	616	64	0	0		Star					
3-2-0	Koopa	624	12	0	0							
3-2-0	Stone	632	16	0	2							
3-2-0	Floor	656	0	41	0							
3-2-0	Koopa	736	34	0	0							
3-2-0	Koopa	888	12	0	0							
3-2-0	Goomba	952	8	0	0							
3-2-0	Goomba	964	8	0	0							
3-2-0	Goomba	976	8	0	0							
3-2-0	Floor	1000	0	3	0							
3-2-0	Stone	1008	16	0	2							
3-2-0	Brick	1008	56	0	0							
3-2-0	Floor	1040	0	90.625	0							
3-2-0	Koopa	1072	12	0	0							
3-2-0	Koopa	1120	12	0	0							
3-2-0	Koopa	1132	12	0	0							
3-2-0	Koopa	1144	12	0	0							
3-2-0	Koopa	1200	12	0	0							
3-2-0	Koopa	1212	12	0	0							
3-2-0	Koopa	1296	12	0	0							
3-2-0	Koopa	1308	12	0	0							
3-2-0	Koopa	1320	12	0	0							
3-2-0	Coin	1345	55	0	0							
3-2-0	Coin	1353	55	0	0							
3-2-0	Coin	1361	55	0	0							
3-2-0	Coin	1369	55	0	0							
3-2-0	Pipe	1352	0	0	3	24						
3-2-0	Koopa	1400	12	0	0							
3-2-0	Goomba	1432	8	0	0							
3-2-0	Goomba	1444	8	0	0							
3-2-0	Goomba	1456	8	0	0							
3-2-0	Goomba	1504	8	0	0							
3-2-0	Goomba	1516	8	0	0							
3-2-0	Goomba	1528	8	0	0							
3-2-0	Stone	1536	8	0	0							
3-2-0	Stone	1544	16	0	2							
3-2-0	Stone	1552	24	0	3							
3-2-0	Stone	1560	32	0	4							
3-2-0	Stone	1568	40	0	5							
3-2-0	Stone	1576	48	0	6							
3-2-0	Stone	1584	56	0	7							
3-2-0	Stone	1592	64	2	8							
3-2-0	Pattern	1668	0	0	0						SceneryCastleOutside	
3-3-0	Location	0	0	0	0					3-3-L0		
3-3-0	Pattern	0	4	7	0						BackCloud	
3-3-0	Floor	0	0	16	0							
3-3-0	CastleSmall	0	0	0	0							
3-3-0	Tree	144	24	5	0							
3-3-0	Tree	176	48	6	0							
3-3-0	Goomba	208	56	0	0							
3-3-0	Platform	240	72	3	0							
3-3-0	Tree	240	0	3	0							
3-3-0	Coin	249	7	0	0							
3-3-0	Coin	257	7	0	0							
3-3-0	Platform	264	40	3	0							
3-3-0	Tree	288	8	7	0							
3-3-0	Coin	298	55	0	0							
3-3-0	Coin	337	55	0	0							
3-3-0	Coin	345	55	0	0							
3-3-0	Coin	353	55	0	0							
3-3-0	Tree	344	32	4	0							
3-3-0	Tree	368	16	10	0							
3-3-0	Tree	376	48	6	0							
3-3-0	Block	392	80	0	0		Mushroom					
3-3-0	Coin	417	31	0	0							
3-3-0	Coin	425	31	0	0							
3-3-0	Coin	433	31	0	0							
3-3-0	Koopa	416	60	0	0							
3-3-0	Koopa	432	28	0	0							
3-3-0	Tree	440	80	4	0							
3-3-0	Coin	449	87	0	0							
3-3-0	Coin	457	87	0	0							
3-3-0	Platform	482	56	3	0							
3-3-0	Tree	520	0	16	0							
3-3-0	Tree	520	48	3	0							
3-3-0	Coin	529	55	0	0							
3-3-0	Coin	561	55	0	0							
3-3-0	Coin	593	55	0	0							
3-3-0	Tree	552	48	3	0							
3-3-0	Koopa	584	12	0	0							
3-3-0	Tree	584	48	3	0							
3-3-0	Tree	616	72	3	0							
3-3-0	Coin	625	79	0	0							
3-3-0	Scale	660	86	0	0							
3-3-0	Tree	672	16	4	0							
3-3-0	Platform	752	32	3	0							
3-3-0	Platform	768	64	3	0							
3-3-0	Tree	776	32	3	0							
3-3-0	Platform	824	16	3	0							
3-3-0	Tree	832	64	4	0							
3-3-0	Coin	841	71	0	0							
3-3-0	Coin	849	71	0	0							
3-3-0	Tree	856	16	5	0							
3-3-0	Coin	865	23	0	0							
3-3-0	Tree	864	48	3	0							
3-3-0	Coin	873	55	0	0							
3-3-0	Koopa	912	66	0	0							
3-3-0	Tree	928	0	3	0							
3-3-0	Tree	952	24	12	0							
3-3-0	Koopa	992	36	0	0							
3-3-0	Koopa	1006	36	0	0							
3-3-0	Platform	1056	56	3	0							
3-3-0	Scale	1100	86	0	0							
3-3-0	Floor	1152	0	32	0							
3-3-0	Pattern	1204	0	0	0						SceneryCastleOutside	
3-4-0	Location	0	0	0	0					3-4-L0		
3-4-0	StartInsideCastle	0	0	16	0							
3-4-0	Stone	0	88	16	3							
3-4-0	Stone	128	88	112	0							
3-4-0	Podoboo	128	-32	0	0							
3-4-0	Floor	144	24	0	0							
3-4-0	Floor	152	8	0	0							
3-4-0	Stone	152	24	0	0							
3-4-0	Stone	192	24	0	0							
3-4-0	Stone	232	24	0	0							
3-4-0	CastleBlock	152	16	0	0							
3-4-0	CastleBlock	192	16	0	0							
3-4-0	CastleBlock	232	16	0	0							
3-4-0	Floor	160	24	0	0							
3-4-0	Floor	184	24	0	0							
3-4-0	Floor	192	8	0	0							
3-4-0	Floor	200	24	0	0							
3-4-0	Podoboo	208	-32	0	0							
3-4-0	Floor	224	24	0	0							
3-4-0	Floor	232	8	0	0							
3-4-0	Floor	240	24	0	0							
3-4-0	Floor	264	0	13	0							
3-4-0	Stone	264	24	2	3							
3-4-0	Stone	280	80	11	2							
3-4-0	Block	336	32	0	0							
3-4-0	Block	344	32	0	0		Mushroom					
3-4-0	Block	352	32	0	0							
3-4-0	Water	368	0	2	0							
3-4-0	Floor	384	0	40	0							
3-4-0	Stone	424	8	3	0							
3-4-0	Stone	504	8	3	0							
3-4-0	Stone	424	80	3	2							
3-4-0	Stone	504	80	3	2							
3-4-0	CastleBlock	432	16	0	0							
3-4-0	CastleBlock	512	16	0	0							
3-4-0	CastleBlock	432	64	0	0							
3-4-0	CastleBlock	512	64	0	0							
3-4-0	Stone	632	8	3	0							
3-4-0	Stone	632	80	3	2							
3-4-0	CastleBlock	640	16	0	0							
3-4-0	CastleBlock	640	64	0	0							
3-4-0	Coin	649	55	0	0							
3-4-0	Coin	657	55	0	0							
3-4-0	Coin	665	55	0	0							
3-4-0	Podoboo	704	-32	0	0							
3-4-0	Water	704	0	2	0							
3-4-0	Floor	720	24	6	0							
3-4-0	Stone	720	80	6	2							
3-4-0	Water	768	0	3	0							
3-4-0	Podoboo	776	-32	0	0							
3-4-0	Floor	792	24	3	0							
3-4-0	Water	816	0	3	0							
3-4-0	Podoboo	824	-32	0	0							
3-4-0	Floor	840	24	3	0							
3-4-0	Water	864	0	3	0							
3-4-0	Podoboo	872	-32	0	0							
3-4-0	Floor	888	0	17	0							
3-4-0	Stone	888	24	5	3							
3-4-0	Stone	888	80	17	2							
3-4-0	Stone	944	24	10	3							
3-4-0	EndInsideCastle	1024	0	0	0							
3-4-0	Brick	1056	64	2	3							
3-4-0	Platform	1104	56	2	0							
4-1-0	Location	0	0	0	0					4-1-L0		
4-1-0	Floor	0	0	32	0							
4-1-0	CastleLarge	-16	0	0	0							
4-1-0	Pattern	0	0	5	0						BackRegular	
4-1-0	Pipe	168	0	0	3	24						
4-1-0	Block	200	32	0	0		Mushroom					
4-1-0	Block	200	64	0	0							
4-1-0	Lakitu	212	84	0	0							
4-1-0	Floor	272	0	44	0							
4-1-0	Coin	329	31	0	0							
4-1-0	Coin	353	31	0	0							
4-1-0	Coin	337	39	0	0							
4-1-0	Coin	345	39	0	0							
4-1-0	Block	512	32	0	0							
4-1-0	Block	512	64	0	0							
4-1-0	Block	536	32	0	0							
4-1-0	Block	536	64	0	0							
4-1-0	Floor	656	0	67	0							
4-1-0	Block	720	32	4	0							
4-1-0	Block	736	64	0	0		Mushroom1Up	true				
4-1-0	Stone	824	24	0	3							
4-1-0	Coin	841	55	0	0							
4-1-0	Coin	849	55	0	0							
4-1-0	Coin	857	55	0	0							
4-1-0	Coin	865	55	0	0							
4-1-0	Pipe	928	0	0	4	32						
4-1-0	Coin	953	55	0	0							
4-1-0	Coin	961	55	0	0							
4-1-0	Coin	969	55	0	0							
4-1-0	Coin	977	55	0	0							
4-1-0	Pipe	1056	0	0	4	32			4-1-L2			
4-1-0	Coin	1081	55	0	0							
4-1-0	Coin	1089	55	0	0							
4-1-0	Coin	1097	55	0	0							
4-1-0	Coin	1105	55	0	0							
4-1-0	Block	1168	32	2	0							
4-1-0	Block	1184	32	0	0		Mushroom					
4-1-0	Block	1184	64	4	0							
4-1-0	Brick	1192	32	2	0							
4-1-0	Block	1208	32	3	0							
4-1-0	Floor	1208	0	23	0							
4-1-0	Pipe	1304	0	0	2	16				4-1-L1		
4-1-0	Floor	1416	0	3	0							
4-1-0	Floor	1456	0	8	0							
4-1-0	Stone	1512	24	0	3							
4-1-0	Floor	1536	0	48	0							
4-1-0	DisableLakitu	1664	0	0	0							
4-1-0	Stone	1664	8	0	0							
4-1-0	Stone	1672	16	0	2							
4-1-0	Stone	1680	24	0	3							
4-1-0	Stone	1688	32	0	4							
4-1-0	Stone	1696	40	0	5							
4-1-0	Stone	1704	48	0	6							
4-1-0	Stone	1712	56	0	7							
4-1-0	Stone	1720	64	2	8							
4-1-0	Brick	1760	32	0	0		Coin					
4-1-0	Pattern	1796	0	0	0						SceneryCastleOutside	
4-1-1	Location	0	0	0	0					4-1-L2		
4-1-1	Floor	0	0	17	0							
4-1-1	Brick	0	8	0	11							
4-1-1	Brick	24	16	0	3							
4-1-1	Coin	25	39	0	0							
4-1-1	Coin	33	39	0	0							
4-1-1	Coin	41	39	0	0							
4-1-1	Coin	49	39	0	0							
4-1-1	Coin	57	39	0	0							
4-1-1	Coin	65	39	0	0							
4-1-1	Coin	73	39	0	0							
4-1-1	Coin	81	39	0	0							
4-1-1	Coin	25	7	0	0							
4-1-1	Coin	33	7	0	0							
4-1-1	Coin	41	7	0	0							
4-1-1	Coin	49	7	0	0							
4-1-1	Coin	57	7	0	0							
4-1-1	Coin	65	7	0	0							
4-1-1	Coin	73	7	0	0							
4-1-1	Coin	81	7	0	0							
4-1-1	Coin	89	7	0	0							
4-1-1	Coin	97	7	0	0							
4-1-1	Brick	32	32	6	0							
4-1-1	Brick	80	16	0	3							
4-1-1	PipeHorizontal	104	16	0	0				4-1-L1			
4-1-1	Brick	104	32	0	0		Mushroom					
4-1-1	PipeVertical	120	88	0	11							
4-2-0	Location	0	0	0	0					4-2-L0		
4-2-0	Pattern	0	4	1	0						BackCloud	
4-2-0	Floor	0	0	24	0							
4-2-0	CastleSmall	0	0	0	0							
4-2-0	PipeHorizontal	80	16	0	0				4-2-L1			
4-2-0	Pipe	96	0	0	4	32						
4-2-1	Location	0	0	0	0					4-2-L1		
4-2-1	Floor	0	0	11	0							
4-2-1	Brick	0	8	0	11							
4-2-1	Ceiling	48	0	51	0							
4-2-1	Floor	104	0	2	0							
4-2-1	Floor	136	0	0	0							
4-2-1	Brick	160	64	23	3							
4-2-1	Floor	168	0	36	0							
4-2-1	Brick	176	16	5	3							
4-2-1	Brick	216	32	0	0							
4-2-1	Coin	217	7	0	0							
4-2-1	Coin	225	7	0	0							
4-2-1	Coin	233	7	0	0							
4-2-1	Brick	224	32	0	0		Mushroom					
4-2-1	Brick	240	8	18	4							
4-2-1	Goomba	344	40	0	0							
4-2-1	Goomba	356	40	0	0							
4-2-1	Goomba	368	40	0	0							
4-2-1	Brick	344	64	0	0							
4-2-1	Brick	344	72	0	0		Coin					
4-2-1	Brick	344	80	0	0							
4-2-1	Brick	352	64	4	3							
4-2-1	Block	400	32	0	0							
4-2-1	Block	400	64	0	0							
4-2-1	Block	400	32	0	0							
4-2-1	Block	400	64	0	0							
4-2-1	Block	432	32	0	0							
4-2-1	Block	448	32	0	0							
4-2-1	Block	440	32	0	0		Mushroom					
4-2-1	PlatformGenerator	470	0	3	0							
4-2-1	Floor	504	0	42	0							
4-2-1	Block	504	40	0	0			true				
4-2-1	Block	512	48	0	0			true				
4-2-1	Brick	512	64	0	0							
4-2-1	Block	520	40	0	0			true				
4-2-1	Brick	520	64	2	0							
4-2-1	Block	528	32	0	0			true				
4-2-1	Ceiling	536	0	45	0							
4-2-1	Pipe	576	0	0	3	24						
4-2-1	Brick	608	32	0	0							
4-2-1	Brick	616	32	0	0		Coin					
4-2-1	Koopa	616	12	0	0							
4-2-1	Pipe	624	0	0	7	56						
4-2-1	Brick	640	32	0	0							
4-2-1	Brick	648	32	0	0		Star					
4-2-1	Beetle	664	8.5	0	0							
4-2-1	Pipe	672	0	0	3	24			4-2-L3			
4-2-1	Brick	696	40	0	0							
4-2-1	Beetle	704	8.5	0	0							
4-2-1	Pipe	712	0	0	3	24						
4-2-1	Koopa	800	12	0	0							
4-2-1	Koopa	812	12	0	0							
4-2-1	Stone	824	16	0	2							
4-2-1	Stone	832	24	0	3							
4-2-1	Floor	856	0	2	0							
4-2-1	Pipe	856	0	0	4	32						
4-2-1	Floor	888	0	2	0							
4-2-1	Stone	888	24	2	3							
4-2-1	PlatformGenerator	918	0	3	0							
4-2-1	Floor	952	0	4	0							
4-2-1	Brick	952	32	4	0							
4-2-1	Brick	952	64	0	0							
4-2-1	Ceiling	952	0	4	0							
4-2-1	Brick	960	64	0	0		Mushroom					
4-2-1	Brick	968	64	0	0							
4-2-1	PlatformGenerator	992	0	3	0							
4-2-1	Ceiling	1024	0	27	0							
4-2-1	Floor	1032	0	15	0							
4-2-1	Pipe	1048	0	0	2	16				4-2-L2		
4-2-1	Koopa	1096	12	0	0							
4-2-1	Pipe	1104	0	0	3	24						
4-2-1	Pipe	1136	0	0	4	32						
4-2-1	Floor	1168	0	9	0							
4-2-1	Stone	1216	8	0	0							
4-2-1	Stone	1224	16	0	2							
4-2-1	Stone	1232	24	0	3							
4-2-1	Beetle	1232	32.5	0	0							
4-2-1	PlatformGenerator	1246	0	3	0							
4-2-1	Floor	1280	0	23	0							
4-2-1	Brick	1280	48	0	2							
4-2-1	Brick	1280	64	16	3							
4-2-1	Ceiling	1280	0	29	0							
4-2-1	Brick	1288	32	0	0		Mushroom					
4-2-1	Brick	1296	32	10	0							
4-2-1	Coin	1297	39	0	0							
4-2-1	Coin	1305	39	0	0							
4-2-1	Coin	1313	39	0	0							
4-2-1	Coin	1321	39	0	0							
4-2-1	Coin	1329	39	0	0							
4-2-1	Coin	1337	39	0	0							
4-2-1	Coin	1345	39	0	0							
4-2-1	Coin	1353	39	0	0							
4-2-1	Coin	1361	39	0	0							
4-2-1	Coin	1369	39	0	0							
4-2-1	Koopa	1344	12	0	0							
4-2-1	Koopa	1356	12	0	0							
4-2-1	Stone	1384	8	0	0							
4-2-1	Stone	1392	16	0	2							
4-2-1	Stone	1400	24	0	3							
4-2-1	Stone	1408	32	0	4							
4-2-1	Beetle	1432	8.5	0	0							
4-2-1	Pipe	1440	0	0	7	56						
4-2-1	Floor	1480	0	39	0							
4-2-1	Brick	1480	8	24	3							
4-2-1	PipeHorizontal	1496	40	0	0					4-2-L4		
4-2-1	PipeVertical	1512	88	0	8							
4-2-1	Brick	1528	32	18	7							
4-2-1	Ceiling	1528	0	23	0							
4-2-1	Brick	1616	32	7	7							
4-2-1	ScrollEnabler	1610	0	0	0							
4-2-1	Ceiling	1616	0	17	0							
4-2-1	WarpWorld	1672	0	0	0							
4-2-1	Brick	1776	8	2	11							
4-2-2	Location	0	0	0	0					4-2-L3		
4-2-2	Ceiling	32	0	7	0							
4-2-2	Floor	0	0	17	0							
4-2-2	Brick	0	8	0	11							
4-2-2	Brick	32	48	7	0							
4-2-2	Brick	32	56	0	0							
4-2-2	Coin	42	55	0	0							
4-2-2	Coin	42	63	0	0							
4-2-2	Coin	50	55	0	0							
